year,month,female,male,american_indian_or_alaska_native,asian,black_or_african_american,native_hawaiian_or_other_pacific_islander,white,hispanic_or_latino,not_hispanic_or_latino,accommodation_and_food_services,administrative_and_waste_services,"agriculture,_forestry,_fishing_and_hunting","arts,_entertainment,_and_recreation",construction,educational_services,finance_and_insurance,health_care_and_social_assistance,information,management_of_companies_and_enterprises,manufacturing,mining,other_services_(except_public_administration),"professional,_scientific,_and_technical_services",real_estate_and_rental_and_leasing,retail_trade,total_claims,transportation_and_warehousing,wholesale_trade,community_transmission_level,masks,cases,monthly_change_cases,monthly_rate_of_change_cases
2021,12,0.007893633718481485,0.013318067358836873,0.014544107089094236,0.0041491167410573964,0.011779536158601774,0.01569933396764986,0.009527470460717126,0.013221109818054761,0.008602765119602507,0.01063074614181042,0.01657221521769458,0.024190184901988043,0.009040077074760717,0.044838299019046055,0.011979445793007786,0.005427237157642307,0.005763846713502341,0.00791010320478001,0.0049838377901851305,0.0069461331551049455,0.0576,0.012291198008902503,0.007051744359697241,0.00892039810685001,0.008006734140634839,0.010638278624011132,0.014054182242553217,0.006337607671343017,high,0.0,15443213,2363776.0,1385947.0
2022,1,0.008719373169003663,0.01278713133953645,0.016499600816109287,0.006279590504598148,0.017024729106319064,0.018214936247723135,0.008823925857982135,0.01339737652659013,0.00947720862952497,0.014145174155809626,0.015714995297126493,0.017707662588538314,0.010413699237172792,0.043288043826899145,0.011572265625,0.003856861421211813,0.006680957862093484,0.01088715113927464,0.004676967129988665,0.0069495611579065255,,0.012160054128216212,0.00618291359018786,0.008900215643991374,0.009668554241720511,0.010765356368509884,0.0159408185180766,0.00520931326434619,high,0.0,19038625,3595412.0,1231636.0
2022,2,0.004057167028773408,0.006374801030114011,0.0077175552204382155,0.003338098110339015,0.009709258663233558,0.007285974499089253,0.0040873121545962334,0.006278674047429297,0.0046055908603130115,0.005645661614818754,0.008613127886454668,0.005473277527366388,0.0038616149146962933,0.021143656261627085,0.004638671875,0.0019515533809968647,0.0030553590222851127,0.005258190643117163,0.002410069796575792,0.003348049819924433,,0.004886575074708215,0.00347968625308247,0.005293079788276808,0.005117080668880298,0.005222880434181227,0.00904426679393867,0.0029750705550329257,high,0.0,20725870,1687245.0,-1908167.0
2022,3,0.004283729293453136,0.006095272604920218,0.008249800408054644,0.00298280548968412,0.010513893359081643,0.010018214936247723,0.003968958454563686,0.006483296357722877,0.004595891962592737,0.00607994327749712,0.00826437546896632,0.005795235028976175,0.003671699427088279,0.018975405103729647,0.0047119140625,0.002303017970939428,0.0032067189738499285,0.005898611298368613,0.002052138638668496,0.0031063772096834087,,0.005055725750371192,0.0038032108014062534,0.005253871789845129,0.0049706882440228636,0.005194891418893366,0.008757904784631905,0.003163217309501411,substantial,0.0,23508721,2782851.0,1095606.0
2022,4,0.003843700848757247,0.005122099569060345,0.007274017564091191,0.0029745428705991225,0.009722669241497693,0.007285974499089253,0.0033286978134153917,0.004900165851767291,0.004032663116408249,0.004263050607108038,0.007133572175898038,,0.0034817839394802644,0.01488267066959188,0.0038818359375,0.0022567726301575114,0.0030588790211587133,0.004685182688418498,0.0017896557895364792,0.0030769049401418204,,0.004529479203864153,0.003817589670220644,0.004469711821211527,0.004691211796567763,0.004487355148709544,0.006801097721035676,0.0028222013170272815,substantial,0.0,23048021,-460700.0,-3243551.0
2022,5,0.0041475300129520274,0.004776571376806905,0.008959460658209881,0.0028423409652391617,0.011150895826628045,,0.003101853221686343,0.004846317875374244,0.003979319178946741,0.005087299477089427,0.006985616604842374,0.0035415325177076628,0.0034817839394802644,0.011546899657441977,0.0066162109375,0.002127285675968146,0.003263038955827534,0.004685182688418498,0.0018373799439241187,0.0029354380463421964,,0.004905369594226323,0.0039541889239573524,0.004861791805528328,0.0041189504993977945,0.004463922484747614,0.007421548741200334,0.0024459078080903106,high,0.0,24679644,1631623.0,2092323.0
2022,6,0.004773522859870584,0.004665277651961229,0.007540140157899406,0.0036933907309939103,0.011016790043986696,0.010018214936247723,0.0033048626932699484,0.005277101686518621,0.004191309371975589,0.005681113179119028,0.0072181182165012734,,0.003355173614408255,0.009917503816891831,0.01318359375,0.0022475235620011283,0.003329918934425941,0.004213293784549009,0.002052138638668496,0.002929543592433879,,0.0053752325821790365,0.003630664375633569,0.005018623799255048,0.0023688956022384733,0.004719078158999738,0.00904426679393867,0.002810442144873001,high,0.0,24836480,156836.0,-1474787.0
2022,7,0.003962875219195717,0.004601866111060784,0.0065643573139359535,0.003098482156874086,0.011023495333118765,0.008652094717668488,0.0028684334243999302,0.004630925969802055,0.0037957329006701244,0.004653017814411061,0.007123003920822633,0.0035415325177076628,0.0036400468458202767,0.009237519725953582,0.0078125,0.002229025425688362,0.0030518390234115125,0.004752595388971282,0.0017180695579550199,0.0030945883018667734,,0.004792602477117673,0.0032424349176450287,0.004665751813369927,0.0045847445784896294,0.004284272061039486,0.006467008710177783,0.0027281279397930384,high,0.0,26380112,1543632.0,1386796.0
2022,8,0.003888227536613379,0.004790806620682515,0.005233744344894882,0.002759714774389186,0.009487984121875336,0.006830601092896175,0.0032169193189402084,0.004674004350916493,0.0038892579858299105,0.004644154923335992,0.0063409530452427,0.0035415325177076628,0.0032285632893362453,0.01241933207600426,0.006494140625,0.00242325585697241,0.00273503912478748,0.00569637319671026,0.0021833800632345044,0.003312683096474527,,0.005018136711334975,0.0033358975649385664,0.00623407175063713,0.004498239963801146,0.004342202813612034,0.0057033766853597425,0.0023871119473189086,high,0.0,27143660,763548.0,-780084.0
2022,9,0.0033093805944836674,0.004370219869812224,0.005588574469972501,0.0025944623926892345,0.007784840682330222,0.005009107468123861,0.002870899126483942,0.004350916492558209,0.003400849207773251,0.00371355136045378,0.005897086332075711,,0.003608394264552274,0.012483481518545603,0.0040283203125,0.002293768902783045,0.00224575928135703,0.004786301739247674,0.001956690329893217,0.002593559719659772,,0.003871671020730355,0.0034581179498608845,0.0038815918447363262,0.00367311902369561,0.003842956889756476,0.005607922682257487,0.0028692380056444026,high,0.0,26862356,-281304.0,-1044852.0
