,days,date,cases,daily_cases,slope,14_day_avg,new_cases14,slope14,masks
450,450,2021-04-16,293423,1232.0,-327.0,285659.0,1132.0,-21.0,1.0
451,451,2021-04-17,294838,1415.0,183.0,286810.0,1151.0,19.0,1.0
452,452,2021-04-18,295882,1044.0,-371.0,288036.0,1226.0,75.0,1.0
453,453,2021-04-19,296653,771.0,-273.0,289263.0,1227.0,1.0,1.0
454,454,2021-04-20,297368,715.0,-56.0,290412.0,1149.0,-78.0,1.0
455,455,2021-04-21,298239,871.0,156.0,291539.0,1127.0,-22.0,1.0
456,456,2021-04-22,299371,1132.0,261.0,292644.0,1105.0,-22.0,1.0
457,457,2021-04-23,300598,1227.0,95.0,293734.0,1090.0,-15.0,1.0
458,458,2021-04-24,301784,1186.0,-41.0,294809.0,1075.0,-15.0,1.0
459,459,2021-04-25,302619,835.0,-351.0,295874.0,1065.0,-10.0,1.0
460,460,2021-04-26,303337,718.0,-117.0,296901.0,1027.0,-38.0,1.0
461,461,2021-04-27,303909,572.0,-146.0,297917.0,1016.0,-11.0,1.0
462,462,2021-04-28,304779,870.0,298.0,298928.0,1011.0,-5.0,1.0
463,463,2021-04-29,305837,1058.0,188.0,299903.0,975.0,-36.0,1.0
464,464,2021-04-30,306766,929.0,-129.0,300856.0,953.0,-22.0,1.0
465,465,2021-05-01,307760,994.0,65.0,301779.0,923.0,-30.0,1.0
466,466,2021-05-02,308732,972.0,-22.0,302697.0,918.0,-5.0,1.0
467,467,2021-05-03,309392,660.0,-312.0,303606.0,909.0,-9.0,1.0
468,468,2021-05-04,309971,579.0,-81.0,304507.0,901.0,-8.0,1.0
469,469,2021-05-05,310642,671.0,92.0,305393.0,886.0,-15.0,1.0
470,470,2021-05-06,311542,900.0,229.0,306262.0,869.0,-17.0,1.0
471,471,2021-05-07,312385,843.0,-57.0,307104.0,842.0,-27.0,1.0
472,472,2021-05-08,313141,756.0,-87.0,307915.0,811.0,-31.0,1.0
473,473,2021-05-09,313562,421.0,-335.0,308697.0,782.0,-29.0,1.0
474,474,2021-05-10,314309,747.0,326.0,309480.0,783.0,1.0,1.0
475,475,2021-05-11,314621,312.0,-435.0,310246.0,766.0,-17.0,1.0
476,476,2021-05-12,315083,462.0,150.0,310982.0,736.0,-30.0,1.0
477,477,2021-05-13,315602,519.0,57.0,311679.0,697.0,-39.0,1.0
478,478,2021-05-14,316317,715.0,196.0,312361.0,682.0,-15.0,1.0
479,479,2021-05-15,316772,455.0,-260.0,313005.0,644.0,-38.0,0.0
480,480,2021-05-16,317198,426.0,-29.0,313610.0,605.0,-39.0,0.0
481,481,2021-05-17,317507,309.0,-117.0,314189.0,579.0,-26.0,0.0
482,482,2021-05-18,317772,265.0,-44.0,314747.0,558.0,-21.0,0.0
483,483,2021-05-19,318094,322.0,57.0,315279.0,532.0,-26.0,0.0
484,484,2021-05-20,318576,482.0,160.0,315781.0,502.0,-30.0,0.0
485,485,2021-05-21,318902,326.0,-156.0,316247.0,466.0,-36.0,0.0
486,486,2021-05-22,319222,320.0,-6.0,316681.0,434.0,-32.0,0.0
487,487,2021-05-23,319438,216.0,-104.0,317101.0,420.0,-14.0,0.0
488,488,2021-05-24,319721,283.0,67.0,317488.0,387.0,-33.0,0.0
489,489,2021-05-25,319857,136.0,-147.0,317862.0,374.0,-13.0,0.0
490,490,2021-05-26,320099,242.0,106.0,318220.0,358.0,-16.0,0.0
491,491,2021-05-27,320372,273.0,31.0,318560.0,340.0,-18.0,0.0
492,492,2021-05-28,320576,204.0,-69.0,318865.0,305.0,-35.0,0.0
493,493,2021-05-29,320753,177.0,-27.0,319149.0,284.0,-21.0,0.0
494,494,2021-05-30,320911,158.0,-19.0,319414.0,265.0,-19.0,0.0
495,495,2021-05-31,320911,0.0,-158.0,319657.0,243.0,-22.0,0.0
496,496,2021-06-01,320976,65.0,65.0,319886.0,229.0,-14.0,0.0
497,497,2021-06-02,321068,92.0,27.0,320099.0,213.0,-16.0,0.0
498,498,2021-06-03,321195,127.0,35.0,320286.0,187.0,-26.0,0.0
499,499,2021-06-04,321331,136.0,9.0,320459.0,173.0,-14.0,0.0
500,500,2021-06-05,321486,155.0,19.0,320621.0,162.0,-11.0,0.0
501,501,2021-06-06,321634,148.0,-7.0,320778.0,157.0,-5.0,0.0
502,502,2021-06-07,321745,111.0,-37.0,320922.0,144.0,-13.0,0.0
503,503,2021-06-08,321812,67.0,-44.0,321062.0,140.0,-4.0,0.0
504,504,2021-06-09,321914,102.0,35.0,321192.0,130.0,-10.0,0.0
505,505,2021-06-10,321992,78.0,-24.0,321307.0,115.0,-15.0,0.0
506,506,2021-06-11,322073,81.0,3.0,321414.0,107.0,-8.0,0.0
507,507,2021-06-12,322165,92.0,11.0,321515.0,101.0,-6.0,0.0
508,508,2021-06-13,322252,87.0,-5.0,321611.0,96.0,-5.0,0.0
509,509,2021-06-14,322312,60.0,-27.0,321711.0,100.0,4.0,0.0
510,510,2021-06-15,322369,57.0,-3.0,321811.0,100.0,0.0,0.0
511,511,2021-06-16,322414,45.0,-12.0,321907.0,96.0,-4.0,0.0
512,512,2021-06-17,322521,107.0,62.0,322001.0,94.0,-2.0,0.0
513,513,2021-06-18,322593,72.0,-35.0,322092.0,91.0,-3.0,0.0
514,514,2021-06-19,322670,77.0,5.0,322176.0,84.0,-7.0,0.0
515,515,2021-06-20,322747,77.0,0.0,322256.0,80.0,-4.0,0.0
516,516,2021-06-21,322800,53.0,-24.0,322331.0,75.0,-5.0,0.0
517,517,2021-06-22,322839,39.0,-14.0,322404.0,73.0,-2.0,0.0
518,518,2021-06-23,322880,41.0,2.0,322473.0,69.0,-4.0,0.0
519,519,2021-06-24,322938,58.0,17.0,322541.0,68.0,-1.0,0.0
520,520,2021-06-25,322995,57.0,-1.0,322607.0,66.0,-2.0,0.0
521,521,2021-06-26,323034,39.0,-18.0,322669.0,62.0,-4.0,0.0
522,522,2021-06-27,323089,55.0,16.0,322729.0,60.0,-2.0,0.0
523,523,2021-06-28,323137,48.0,-7.0,322788.0,59.0,-1.0,0.0
524,524,2021-06-29,323199,62.0,14.0,322847.0,59.0,0.0,0.0
525,525,2021-06-30,323245,46.0,-16.0,322906.0,59.0,0.0,0.0
526,526,2021-07-01,323286,41.0,-5.0,322961.0,55.0,-4.0,0.0
527,527,2021-07-02,323339,53.0,12.0,323014.0,53.0,-2.0,0.0
528,528,2021-07-03,323412,73.0,20.0,323067.0,53.0,0.0,0.0
529,529,2021-07-04,323412,0.0,-73.0,323115.0,48.0,-5.0,0.0
530,530,2021-07-05,323412,0.0,0.0,323158.0,43.0,-5.0,0.0
531,531,2021-07-06,323494,82.0,82.0,323205.0,47.0,4.0,0.0
532,532,2021-07-07,323629,135.0,53.0,323259.0,54.0,7.0,0.0
533,533,2021-07-08,323705,76.0,-59.0,323313.0,54.0,0.0,0.0
534,534,2021-07-09,323794,89.0,13.0,323370.0,57.0,3.0,0.0
535,535,2021-07-10,323794,0.0,-89.0,323425.0,55.0,-2.0,0.0
536,536,2021-07-11,323794,0.0,0.0,323475.0,50.0,-5.0,0.0
537,537,2021-07-12,323923,129.0,129.0,323531.0,56.0,6.0,0.0
538,538,2021-07-13,324167,244.0,115.0,323600.0,69.0,13.0,0.0
539,539,2021-07-14,324317,150.0,-94.0,323677.0,77.0,8.0,0.0
540,540,2021-07-15,324425,108.0,-42.0,323758.0,81.0,4.0,0.0
541,541,2021-07-16,324578,153.0,45.0,323847.0,89.0,8.0,0.0
542,542,2021-07-17,324578,0.0,-153.0,323930.0,83.0,-6.0,0.0
543,543,2021-07-18,324578,0.0,0.0,324013.0,83.0,0.0,0.0
544,544,2021-07-19,324751,173.0,173.0,324109.0,96.0,13.0,0.0
545,545,2021-07-20,325145,394.0,221.0,324227.0,118.0,22.0,0.0
546,546,2021-07-21,325317,172.0,-222.0,324348.0,121.0,3.0,0.0
547,547,2021-07-22,325529,212.0,40.0,324478.0,130.0,9.0,0.0
548,548,2021-07-23,325749,220.0,8.0,324618.0,140.0,10.0,0.0
549,549,2021-07-24,325749,0.0,-220.0,324757.0,139.0,-1.0,0.0
550,550,2021-07-25,325749,0.0,0.0,324897.0,140.0,1.0,0.0
551,551,2021-07-26,326010,261.0,261.0,325046.0,149.0,9.0,0.0
552,552,2021-07-27,326656,646.0,385.0,325224.0,178.0,29.0,0.0
553,553,2021-07-28,327043,387.0,-259.0,325418.0,194.0,16.0,0.0
554,554,2021-07-29,327351,308.0,-79.0,325627.0,209.0,15.0,0.0
555,555,2021-07-30,327754,403.0,95.0,325854.0,227.0,18.0,0.0
556,556,2021-07-31,327754,0.0,-403.0,326081.0,227.0,0.0,0.0
557,557,2021-08-01,327754,0.0,0.0,326308.0,227.0,0.0,0.0
558,558,2021-08-02,328121,367.0,367.0,326549.0,241.0,14.0,0.0
559,559,2021-08-03,329091,970.0,603.0,326830.0,281.0,40.0,0.0
560,560,2021-08-04,329671,580.0,-390.0,327142.0,312.0,31.0,0.0
561,561,2021-08-05,330155,484.0,-96.0,327472.0,330.0,18.0,0.0
562,562,2021-08-06,330692,537.0,53.0,327825.0,353.0,23.0,0.0
563,563,2021-08-07,330692,0.0,-537.0,328178.0,353.0,0.0,0.0
564,564,2021-08-08,330692,0.0,0.0,328531.0,353.0,0.0,0.0
565,565,2021-08-09,331295,603.0,603.0,328909.0,378.0,25.0,0.0
566,566,2021-08-10,332165,870.0,267.0,329302.0,393.0,15.0,0.0
567,567,2021-08-11,333131,966.0,96.0,329737.0,435.0,42.0,0.0
568,568,2021-08-12,333846,715.0,-251.0,330201.0,464.0,29.0,0.0
569,569,2021-08-13,334511,665.0,-50.0,330684.0,483.0,19.0,0.0
570,570,2021-08-14,334511,0.0,-665.0,331166.0,482.0,-1.0,0.0
571,571,2021-08-15,334511,0.0,0.0,331649.0,483.0,1.0,0.0
572,572,2021-08-16,335308,797.0,797.0,332162.0,513.0,30.0,0.0
573,573,2021-08-17,336885,1577.0,780.0,332719.0,557.0,44.0,0.0
574,574,2021-08-18,337549,664.0,-913.0,333282.0,563.0,6.0,0.0
575,575,2021-08-19,338132,583.0,-81.0,333851.0,569.0,6.0,0.0
576,576,2021-08-20,338938,806.0,223.0,334440.0,589.0,20.0,0.0
577,577,2021-08-21,338938,0.0,-806.0,335029.0,589.0,0.0,0.0
578,578,2021-08-22,338938,0.0,0.0,335618.0,589.0,0.0,0.0
579,579,2021-08-23,339815,877.0,877.0,336227.0,609.0,20.0,0.0
580,580,2021-08-24,341661,1846.0,969.0,336905.0,678.0,69.0,0.0
581,581,2021-08-25,342422,761.0,-1085.0,337569.0,664.0,-14.0,0.0
582,582,2021-08-26,343331,909.0,148.0,338246.0,677.0,13.0,0.0
583,583,2021-08-27,344208,877.0,-32.0,338939.0,693.0,16.0,0.0
584,584,2021-08-28,344208,0.0,-877.0,339632.0,693.0,0.0,0.0
585,585,2021-08-29,344208,0.0,0.0,340324.0,692.0,-1.0,0.0
586,586,2021-08-30,345116,908.0,908.0,341025.0,701.0,9.0,0.0
587,587,2021-08-31,346997,1881.0,973.0,341747.0,722.0,21.0,0.0
588,588,2021-09-01,347673,676.0,-1205.0,342470.0,723.0,1.0,0.0
589,589,2021-09-02,348558,885.0,209.0,343215.0,745.0,22.0,0.0
590,590,2021-09-03,349539,981.0,96.0,343972.0,757.0,12.0,0.0
591,591,2021-09-04,349539,0.0,-981.0,344730.0,758.0,1.0,0.0
592,592,2021-09-05,349539,0.0,0.0,345487.0,757.0,-1.0,0.0
593,593,2021-09-06,349539,0.0,0.0,346181.0,694.0,-63.0,0.0
594,594,2021-09-07,350539,1000.0,1000.0,346815.0,634.0,-60.0,0.0
595,595,2021-09-08,353256,2717.0,1717.0,347589.0,774.0,140.0,0.0
596,596,2021-09-09,353857,601.0,-2116.0,348341.0,752.0,-22.0,0.0
597,597,2021-09-10,354735,878.0,277.0,349093.0,752.0,0.0,0.0
598,598,2021-09-11,354735,0.0,-878.0,349845.0,752.0,0.0,0.0
599,599,2021-09-12,354735,0.0,0.0,350597.0,752.0,0.0,0.0
600,600,2021-09-13,355897,1162.0,1162.0,351367.0,770.0,18.0,0.0
601,601,2021-09-14,358111,2214.0,1052.0,352161.0,794.0,24.0,0.0
602,602,2021-09-15,359286,1175.0,-1039.0,352990.0,829.0,35.0,0.0
603,603,2021-09-16,360260,974.0,-201.0,353826.0,836.0,7.0,0.0
604,604,2021-09-17,361396,1136.0,162.0,354673.0,847.0,11.0,0.0
605,605,2021-09-18,361396,0.0,-1136.0,355520.0,847.0,0.0,0.0
606,606,2021-09-19,361396,0.0,0.0,356367.0,847.0,0.0,0.0
607,607,2021-09-20,362513,1117.0,1117.0,357294.0,927.0,80.0,0.0
608,608,2021-09-21,365156,2643.0,1526.0,358338.0,1044.0,117.0,0.0
609,609,2021-09-22,365894,738.0,-1905.0,359240.0,902.0,-142.0,0.0
610,610,2021-09-23,366809,915.0,177.0,360166.0,926.0,24.0,0.0
611,611,2021-09-24,367901,1092.0,177.0,361106.0,940.0,14.0,0.0
612,612,2021-09-25,367901,0.0,-1092.0,362046.0,940.0,0.0,0.0
613,613,2021-09-26,367901,0.0,0.0,362987.0,941.0,1.0,0.0
614,614,2021-09-27,368975,1074.0,1074.0,363921.0,934.0,-7.0,0.0
615,615,2021-09-28,371562,2587.0,1513.0,364882.0,961.0,27.0,0.0
616,616,2021-09-29,372360,798.0,-1789.0,365816.0,934.0,-27.0,0.0
617,617,2021-09-30,373412,1052.0,254.0,366755.0,939.0,5.0,0.0
618,618,2021-10-01,374850,1438.0,386.0,367716.0,961.0,22.0,0.0
619,619,2021-10-02,374850,0.0,-1438.0,368677.0,961.0,0.0,0.0
620,620,2021-10-03,374850,0.0,0.0,369638.0,961.0,0.0,0.0
621,621,2021-10-04,376073,1223.0,1223.0,370607.0,969.0,8.0,0.0
622,622,2021-10-05,378973,2900.0,1677.0,371594.0,987.0,18.0,0.0
623,623,2021-10-06,380671,1698.0,-1202.0,372649.0,1055.0,68.0,0.0
624,624,2021-10-07,381608,937.0,-761.0,373706.0,1057.0,2.0,0.0
625,625,2021-10-08,383055,1447.0,510.0,374789.0,1083.0,26.0,0.0
626,626,2021-10-09,383055,0.0,-1447.0,375871.0,1082.0,-1.0,0.0
627,627,2021-10-10,383055,0.0,0.0,376954.0,1083.0,1.0,0.0
628,628,2021-10-11,384293,1238.0,1238.0,378048.0,1094.0,11.0,0.0
629,629,2021-10-12,387482,3189.0,1951.0,379185.0,1137.0,43.0,0.0
630,630,2021-10-13,388501,1019.0,-2170.0,380338.0,1153.0,16.0,0.0
631,631,2021-10-14,389666,1165.0,146.0,381499.0,1161.0,8.0,0.0
632,632,2021-10-15,390941,1275.0,110.0,382648.0,1149.0,-12.0,0.0
633,633,2021-10-16,390941,0.0,-1275.0,383797.0,1149.0,0.0,0.0
634,634,2021-10-17,390941,0.0,0.0,384947.0,1150.0,1.0,0.0
635,635,2021-10-18,392100,1159.0,1159.0,386092.0,1145.0,-5.0,0.0
636,636,2021-10-19,394535,2435.0,1276.0,387203.0,1111.0,-34.0,0.0
637,637,2021-10-20,395245,710.0,-1725.0,388244.0,1041.0,-70.0,0.0
638,638,2021-10-21,396292,1047.0,337.0,389293.0,1049.0,8.0,0.0
639,639,2021-10-22,397323,1031.0,-16.0,390312.0,1019.0,-30.0,0.0
640,640,2021-10-23,397323,0.0,-1031.0,391331.0,1019.0,0.0,0.0
641,641,2021-10-24,397323,0.0,0.0,392350.0,1019.0,0.0,0.0
642,642,2021-10-25,398378,1055.0,1055.0,393356.0,1006.0,-13.0,0.0
643,643,2021-10-26,401158,2780.0,1725.0,394333.0,977.0,-29.0,0.0
644,644,2021-10-27,401980,822.0,-1958.0,395296.0,963.0,-14.0,0.0
645,645,2021-10-28,402964,984.0,162.0,396246.0,950.0,-13.0,0.0
646,646,2021-10-29,404394,1430.0,446.0,397207.0,961.0,11.0,0.0
647,647,2021-10-30,404394,0.0,-1430.0,398168.0,961.0,0.0,0.0
648,648,2021-10-31,404394,0.0,0.0,399129.0,961.0,0.0,0.0
649,649,2021-11-01,409674,5280.0,5280.0,400384.0,1255.0,294.0,0.0
650,650,2021-11-02,412912,3238.0,-2042.0,401697.0,1313.0,58.0,0.0
651,651,2021-11-03,414227,1315.0,-1923.0,403053.0,1356.0,43.0,0.0
652,652,2021-11-04,415738,1511.0,196.0,404442.0,1389.0,33.0,0.0
653,653,2021-11-05,417109,1371.0,-140.0,405855.0,1413.0,24.0,0.0
654,654,2021-11-06,417109,0.0,-1371.0,407268.0,1413.0,0.0,0.0
655,655,2021-11-07,417109,0.0,0.0,408681.0,1413.0,0.0,0.0
656,656,2021-11-08,419226,2117.0,2117.0,410171.0,1490.0,77.0,0.0
657,657,2021-11-09,422717,3491.0,1374.0,411710.0,1539.0,49.0,0.0
658,658,2021-11-10,425300,2583.0,-908.0,413376.0,1666.0,127.0,0.0
659,659,2021-11-11,427682,2382.0,-201.0,415142.0,1766.0,100.0,0.0
660,660,2021-11-12,429985,2303.0,-79.0,416970.0,1828.0,62.0,0.0
661,661,2021-11-13,429985,0.0,-2303.0,418798.0,1828.0,0.0,0.0
662,662,2021-11-14,429985,0.0,0.0,420626.0,1828.0,0.0,0.0
663,663,2021-11-15,432607,2622.0,2622.0,422264.0,1638.0,-190.0,0.0
664,664,2021-11-16,438027,5420.0,2798.0,424058.0,1794.0,156.0,0.0
665,665,2021-11-17,439812,1785.0,-3635.0,425885.0,1827.0,33.0,0.0
666,666,2021-11-18,442150,2338.0,553.0,427772.0,1887.0,60.0,0.0
667,667,2021-11-19,444608,2458.0,120.0,429736.0,1964.0,77.0,0.0
668,668,2021-11-20,444608,0.0,-2458.0,431700.0,1964.0,0.0,0.0
669,669,2021-11-21,444608,0.0,0.0,433664.0,1964.0,0.0,0.0
670,670,2021-11-22,446982,2374.0,2374.0,435647.0,1983.0,19.0,0.0
671,671,2021-11-23,452687,5705.0,3331.0,437788.0,2141.0,158.0,0.0
672,672,2021-11-24,454783,2096.0,-3609.0,439894.0,2106.0,-35.0,0.0
673,673,2021-11-25,454783,0.0,-2096.0,441829.0,1935.0,-171.0,0.0
674,674,2021-11-26,456769,1986.0,1986.0,443742.0,1913.0,-22.0,0.0
675,675,2021-11-27,456769,0.0,-1986.0,445656.0,1914.0,1.0,0.0
676,676,2021-11-28,456769,0.0,0.0,447569.0,1913.0,-1.0,0.0
677,677,2021-11-29,458982,2213.0,2213.0,449453.0,1884.0,-29.0,0.0
678,678,2021-11-30,465735,6753.0,4540.0,451432.0,1979.0,95.0,0.0
679,679,2021-12-01,467694,1959.0,-4794.0,453423.0,1991.0,12.0,0.0
680,680,2021-12-02,470592,2898.0,939.0,455455.0,2032.0,41.0,0.0
681,681,2021-12-03,473636,3044.0,146.0,457528.0,2073.0,41.0,0.0
682,682,2021-12-04,473636,0.0,-3044.0,459602.0,2074.0,1.0,0.0
683,683,2021-12-05,473636,0.0,0.0,461675.0,2073.0,-1.0,0.0
684,684,2021-12-06,476843,3207.0,3207.0,463808.0,2133.0,60.0,0.0
685,685,2021-12-07,483799,6956.0,3749.0,466030.0,2222.0,89.0,0.0
686,686,2021-12-08,485475,1676.0,-5280.0,468223.0,2193.0,-29.0,0.0
687,687,2021-12-09,487464,1989.0,313.0,470557.0,2334.0,141.0,0.0
688,688,2021-12-10,489953,2489.0,500.0,472927.0,2370.0,36.0,0.0
689,689,2021-12-11,489953,0.0,-2489.0,475298.0,2371.0,1.0,0.0
690,690,2021-12-12,489953,0.0,0.0,477668.0,2370.0,-1.0,0.0
691,691,2021-12-13,491742,1789.0,1789.0,480008.0,2340.0,-30.0,0.0
692,692,2021-12-14,496794,5052.0,3263.0,482226.0,2218.0,-122.0,0.0
693,693,2021-12-15,497838,1044.0,-4008.0,484380.0,2154.0,-64.0,0.0
694,694,2021-12-16,499929,2091.0,1047.0,486475.0,2095.0,-59.0,0.0
695,695,2021-12-17,501856,1927.0,-164.0,488491.0,2016.0,-79.0,0.0
696,696,2021-12-18,501856,0.0,-1927.0,490506.0,2015.0,-1.0,0.0
697,697,2021-12-19,501856,0.0,0.0,492522.0,2016.0,1.0,0.0
698,698,2021-12-20,503704,1848.0,1848.0,494441.0,1919.0,-97.0,0.0
699,699,2021-12-21,508019,4315.0,2467.0,496171.0,1730.0,-189.0,0.0
700,700,2021-12-22,509806,1787.0,-2528.0,497909.0,1738.0,8.0,0.0
701,701,2021-12-23,511836,2030.0,243.0,499650.0,1741.0,3.0,0.0
702,702,2021-12-24,511836,0.0,-2030.0,501213.0,1563.0,-178.0,0.0
703,703,2021-12-25,511836,0.0,0.0,502776.0,1563.0,0.0,0.0
704,704,2021-12-26,511836,0.0,0.0,504339.0,1563.0,0.0,0.0
705,705,2021-12-27,514584,2748.0,2748.0,505970.0,1631.0,68.0,0.0
706,706,2021-12-28,520889,6305.0,3557.0,507692.0,1722.0,91.0,0.0
707,707,2021-12-29,524850,3961.0,-2344.0,509621.0,1929.0,207.0,0.0
708,708,2021-12-30,529756,4906.0,945.0,511751.0,2130.0,201.0,0.0
709,709,2021-12-31,529756,0.0,-4906.0,513744.0,1993.0,-137.0,0.0
710,710,2022-01-01,529756,0.0,0.0,515737.0,1993.0,0.0,0.0
711,711,2022-01-02,529756,0.0,0.0,517730.0,1993.0,0.0,0.0
712,712,2022-01-03,535150,5394.0,5394.0,519976.0,2246.0,253.0,0.0
713,713,2022-01-04,547733,12583.0,7189.0,522813.0,2837.0,591.0,0.0
714,714,2022-01-05,550538,2805.0,-9778.0,525722.0,2909.0,72.0,0.0
715,715,2022-01-06,555334,4796.0,1991.0,528829.0,3107.0,198.0,0.0
716,716,2022-01-07,560039,4705.0,-91.0,532272.0,3443.0,336.0,0.0
717,717,2022-01-08,560039,0.0,-4705.0,535715.0,3443.0,0.0,0.0
718,718,2022-01-09,560039,0.0,0.0,539158.0,3443.0,0.0,0.0
719,719,2022-01-10,567624,7585.0,7585.0,542947.0,3789.0,346.0,0.0
720,720,2022-01-11,584187,16563.0,8978.0,547468.0,4521.0,732.0,0.0
721,721,2022-01-12,589311,5124.0,-11439.0,552073.0,4605.0,84.0,0.0
722,722,2022-01-13,598833,9522.0,4398.0,557007.0,4934.0,329.0,0.0
723,723,2022-01-14,605866,7033.0,-2489.0,562443.0,5436.0,502.0,0.0
724,724,2022-01-15,605866,0.0,-7033.0,567880.0,5437.0,1.0,0.0
725,725,2022-01-16,605866,0.0,0.0,573316.0,5436.0,-1.0,0.0
726,726,2022-01-17,605866,0.0,0.0,578367.0,5051.0,-385.0,0.0
727,727,2022-01-18,612268,6402.0,6402.0,582977.0,4610.0,-441.0,0.0
728,728,2022-01-19,631201,18933.0,12531.0,588738.0,5761.0,1151.0,0.0
729,729,2022-01-20,638326,7125.0,-11808.0,594666.0,5928.0,167.0,0.0
730,730,2022-01-21,652141,13815.0,6690.0,601245.0,6579.0,651.0,0.0
731,731,2022-01-22,652141,0.0,-13815.0,607824.0,6579.0,0.0,0.0
732,732,2022-01-23,652141,0.0,0.0,614403.0,6579.0,0.0,0.0
733,733,2022-01-24,658706,6565.0,6565.0,620908.0,6505.0,-74.0,0.0
734,734,2022-01-25,673023,14317.0,7752.0,627254.0,6346.0,-159.0,0.0
735,735,2022-01-26,679877,6854.0,-7463.0,633723.0,6469.0,123.0,0.0
736,736,2022-01-27,693361,13484.0,6630.0,640475.0,6752.0,283.0,0.0
737,737,2022-01-28,698869,5508.0,-7976.0,647118.0,6643.0,-109.0,0.0
738,738,2022-01-29,698869,0.0,-5508.0,653761.0,6643.0,0.0,0.0
739,739,2022-01-30,698869,0.0,0.0,660404.0,6643.0,0.0,0.0
740,740,2022-01-31,707030,8161.0,8161.0,667630.0,7226.0,583.0,0.0
741,741,2022-02-01,715526,8496.0,335.0,675006.0,7376.0,150.0,0.0
742,742,2022-02-02,721103,5577.0,-2919.0,681427.0,6421.0,-955.0,0.0
743,743,2022-02-03,723385,2282.0,-3295.0,687503.0,6076.0,-345.0,0.0
744,744,2022-02-04,726124,2739.0,457.0,692787.0,5284.0,-792.0,0.0
745,745,2022-02-05,726124,0.0,-2739.0,698072.0,5285.0,1.0,0.0
746,746,2022-02-06,726124,0.0,0.0,703356.0,5284.0,-1.0,0.0
747,747,2022-02-07,729167,3043.0,3043.0,708389.0,5033.0,-251.0,0.0
748,748,2022-02-08,733459,4292.0,1249.0,712706.0,4317.0,-716.0,0.0
749,749,2022-02-09,736356,2897.0,-1395.0,716740.0,4034.0,-283.0,0.0
750,750,2022-02-10,738403,2047.0,-850.0,719958.0,3218.0,-816.0,0.0
751,751,2022-02-11,739728,1325.0,-722.0,722876.0,2918.0,-300.0,0.0
752,752,2022-02-12,739728,0.0,-1325.0,725795.0,2919.0,1.0,0.0
753,753,2022-02-13,739728,0.0,0.0,728713.0,2918.0,-1.0,0.0
754,754,2022-02-14,742489,2761.0,2761.0,731246.0,2533.0,-385.0,0.0
755,755,2022-02-15,744646,2157.0,-604.0,733326.0,2080.0,-453.0,0.0
756,756,2022-02-16,745247,601.0,-1556.0,735051.0,1725.0,-355.0,0.0
757,757,2022-02-17,745699,452.0,-149.0,736644.0,1593.0,-132.0,0.0
758,758,2022-02-18,748235,2536.0,2084.0,738224.0,1580.0,-13.0,0.0
759,759,2022-02-19,748235,0.0,-2536.0,739803.0,1579.0,-1.0,0.0
760,760,2022-02-20,748235,0.0,0.0,741382.0,1579.0,0.0,0.0
761,761,2022-02-21,748235,0.0,0.0,742744.0,1362.0,-217.0,0.0
762,762,2022-02-22,749065,830.0,830.0,743859.0,1115.0,-247.0,0.0
763,763,2022-02-23,751052,1987.0,1157.0,744909.0,1050.0,-65.0,0.0
764,764,2022-02-24,751496,444.0,-1543.0,745844.0,935.0,-115.0,0.0
765,765,2022-02-25,751957,461.0,17.0,746718.0,874.0,-61.0,0.0
766,766,2022-02-26,751957,0.0,-461.0,747591.0,873.0,-1.0,0.0
767,767,2022-02-27,751957,0.0,0.0,748465.0,874.0,1.0,0.0
768,768,2022-02-28,752410,453.0,453.0,749173.0,708.0,-166.0,0.0
769,769,2022-03-01,753426,1016.0,563.0,749800.0,627.0,-81.0,0.0
770,770,2022-03-02,753716,290.0,-726.0,750405.0,605.0,-22.0,0.0
771,771,2022-03-03,754047,331.0,41.0,751002.0,597.0,-8.0,0.0
772,772,2022-03-04,754526,479.0,148.0,751451.0,449.0,-148.0,0.0
773,773,2022-03-05,754526,0.0,-479.0,751900.0,449.0,0.0,0.0
774,774,2022-03-06,754526,0.0,0.0,752350.0,450.0,1.0,0.0
775,775,2022-03-07,755005,479.0,479.0,752833.0,483.0,33.0,0.0
776,776,2022-03-08,755811,806.0,327.0,753315.0,482.0,-1.0,0.0
777,777,2022-03-09,756127,316.0,-490.0,753678.0,363.0,-119.0,0.0
778,778,2022-03-10,756416,289.0,-27.0,754029.0,351.0,-12.0,0.0
779,779,2022-03-11,757944,1528.0,1239.0,754457.0,428.0,77.0,0.0
780,780,2022-03-12,757944,0.0,-1528.0,754884.0,427.0,-1.0,0.0
781,781,2022-03-13,757944,0.0,0.0,755312.0,428.0,1.0,0.0
782,782,2022-03-14,758241,297.0,297.0,755728.0,416.0,-12.0,0.0
783,783,2022-03-15,758553,312.0,15.0,756095.0,367.0,-49.0,0.0
784,784,2022-03-16,759064,511.0,199.0,756477.0,382.0,15.0,0.0
785,785,2022-03-17,759275,211.0,-300.0,756850.0,373.0,-9.0,0.0
786,786,2022-03-18,759550,275.0,64.0,757209.0,359.0,-14.0,0.0
787,787,2022-03-19,759550,0.0,-275.0,757568.0,359.0,0.0,0.0
788,788,2022-03-20,759550,0.0,0.0,757927.0,359.0,0.0,0.0
789,789,2022-03-21,759781,231.0,231.0,758268.0,341.0,-18.0,0.0
